INDICAÇÃO,TÍTULO,AUTOR,EDITORA,QUANT,VALOR UNITÁRIO,VALOR TOTAL,ISBN-13,ISBN-10,REFERÊNCIA,CONFIABILIDADE TOTAL
FUNDAMENTAL II,O CONTADOR DE HISTÓRIAS,JORGE AMADO,COMPANHIA DAS LETRAS,1100,65,71500,978-8565771009,8565518027,https://www.amazon.com.br/contador-histórias-Jorge-Amado/dp/8565771008: Muito Alta | https://www.abebooks.com/9788565771009/Contador-Histórias-Cenas-Escolhidas-Jorge-8565771008/plp: Muito Alta | https://www.amazon.com.br/Contador-Histórias-Álvaro-Cardoso-Gomes/dp/8596042032: Muito Alta | https://www.amazon.com/Contador-Histórias-Cenas-Escolhidas/dp/8565771008: Alta | https://www.amazon.com.br/Contador-Historias-Capa-Walace-Neves/dp/8565518027: Alta | ,Alta
FUNDAMENTAL II,O MENINO GRAPIÚNA,JORGE AMADO,COMPANHIA DAS LETRAS,1100,75,82500,9788501020536,8501020532,https://www.iberlibro.com/9788535916607/Menino-Grapiúna-Em-Portuguese-Brasil-8535916601/plp: Muito Alta | https://www.skoob.com.br/o-menino-grapiuna-3819ed4820.html: Muito Alta | https://www.abebooks.fr/9789721034914/Menino-Grapiúna-Portuguese-Edition-9721034916/plp: Muito Alta | https://www.amazon.com.br/Menino-Grapiúna-Jorge-Amado/dp/8501020532: Muito Alta | https://www.amazon.com.br/menino-grapiúna-Jorge-Amado/dp/8535916601: Baixa | ,Alta
FUNDAMENTAL II,O MILAGRE DOS PÁSSAROS,JORGE AMADO ,COMPANHIA DAS LETRAS,1100,75,82500,9788535913484.,8535913483,https://www.abebooks.com/9788535913484/milagre-dos-pássaros-Jorge-Amado-8535913483/plp: Muito Alta | https://www.book-info.com/isbn/85-01-04992-1.mobi.htm: Muito Alta | https://produto.mercadolivre.com.br/MLB-1772630012-o-milagre-dos-passaros-jorge-amado-novo-_JM: Muito Alta | https://www.amazon.com/Milagre-dos-Pássaros-Portuguese-Brasil/dp/8535913483: Alta | https://www.amazon.com.br/milagre-dos-pássaros-Jorge-Amado/dp/8535913483: Baixa | ,Alta
FUNDAMENTAL II,O PAÍS DO CARNAVAL,JORGE AMADO ,COMPANHIA DAS LETRAS,1100,85,93500,978-8501054975,8501054976,https://www.abebooks.com/9788501009036/país-carnaval-Romance-Jorge-Amado-8501009032/plp: Muito Alta | https://www.amazon.com/País-do-Carnaval-Jorge-Amado/dp/8501054976: Alta | https://openlibrary.org/books/OL14680285M/O_país_do_carnaval: Alta | https://www.amazon.com/País-do-Carnaval-Portuguese/dp/9722059181: Baixa | https://www.amazon.com.br/país-do-carnaval-Jorge-Amado/dp/8535917985: Baixa | ,Alta
FUNDAMENTAL II,POEMAS ESCOLHIDOS DE GREGÓRIO DE MATOS,GREGORIO DE MATOS,COMPANHIA DAS LETRAS,1100,80,88000,9788535918588,8594318642,https://produto.mercadolivre.com.br/MLB-3907288726-livro-poemas-escolhidos-de-gregorio-de-matos-_JM: Muito Alta | https://www.iberlibro.com/9788594318640/Poemas-escolhidos-Matos-Gregório-8594318642/plp: Alta | https://www.abebooks.com/9788594318640/Poemas-escolhidos-Matos-Gregorio-978859431X/plp: Alta | https://www.amazon.com/Poemas-Escolhidos-Gregório-Matos/dp/8594318642: Alta | https://www.amazon.com.br/Poemas-escolhidos-Gregório-Matos/dp/8535918582: Baixa | ,Alta
FUNDAMENTAL II,SÃO JORGE DOS ILHÉUS,JORGE AMADO ,COMPANHIA DAS LETRAS,1100,100,110000,9788501055460,8501055468,https://www.abebooks.com/9788501055460/Sao-Jorge-Dos-Ilheus-Amado-8501055468/plp: Alta | ,Alta
FUNDAMENTAL II,SEARA VERMELHA,JORGE AMADO,COMPANHIA DAS LETRAS,1100,100,110000,9788535915716,,https://www.companhiadasletras.com.br/livro/9788535915716/seara-vermelha?srsltid=AfmBOoqAEKmAJNPacZKlPnyPxh7ATqpcplyzfcOgC7MowbtLiSlnuVcZ: Alta | ,Alta
FUNDAMENTAL II,SÓ PROSA,ARMANDO FREITAS FILHO,COMPANHIA DAS LETRAS,1100,75,82500,9786559211449,6559211444,https://www.skoob.com.br/so-prosa-12235645ed12217072.html: Muito Alta | https://www.amazon.com.br/Respiro-Armando-Freitas-Filho/dp/8535937781: Alta | https://cdl-static.s3-sa-east-1.amazonaws.com/trechos/9786559211449.pdf: Alta | https://www.companhiadasletras.com.br/livro/9786559211449/so-prosa?ciaSession=Permission+denied: Alta | https://www.mercadolivre.com.br/so-prosa-de-armando-freitas-filho-editora-companhia-das-letras-capa-mole-em-portugus/p/MLB25496088: Alta | ,Alta
FUNDAMENTAL II,SUOR,JORGE AMADO,COMPANHIA DAS LETRAS,1100,85,93500,978-85-3591-792-5,8535917926,https://www.companhiadasletras.com.br/livro/9788535917925/: Alta | https://braziliancd.com/br/9/68789-suor-jorge-amado-9788535917925.html: Alta | https://www.cliquebooks.com.br/produto/1746987-Suor-Companhia-Das-Letras-978853591: Alta | https://www.amazon.com/Suor-Em-Portugues-do-Brasil/dp/8535917926: Alta | https://www.amazon.com.br/Suor-Jorge-Amado/dp/8535917926: Baixa | ,Alta
FUNDAMENTAL II,TÁ TODO MUNDO MAL,JOUT JOUT,COMPANHIA DAS LETRAS,1100,60,66000,978-85-359-2720-7,,https://leitordossonhos.com/2021/11/13/resenha-relampago-ta-todo-mundo-mal-jout-jout/: Alta | https://alamedaliteraria.wordpress.com/2017/06/12/ta-todo-mundo-mal/: Alta | https://www.companhiadasletras.com.br/livro/9788535927207/ta-todo-mundo-mal?srsltid=AfmBOoqnDRjzmIzWEa6gUM3HJ8GPsjlneIpakHnvW6-835XWnbfVgQJe: Alta | https://www.goodreads.com/book/show/29795400-t-todo-mundo-mal: Alta | https://www.amazon.com/Ta-Todo-Mundo-Mal-Portugues/dp/8535927204: Alta | ,Alta
FUNDAMENTAL II,TENDA DOS MILAGRES,TENDA DOS MILAGRES,COMPANHIA DAS LETRAS,1100,100,110000,,8535912908; ISBN-13: 9788535912906,https://livrariapublica.com.br/livros/tenda-dos-milagres-jorge-amado/: Muito Alta | https://www.abebooks.com/9788535912906/Tenda-dos-Milagres-Portuguese-Brasil-8535912908/plp: Muito Alta | https://www.companhiadasletras.com.br/livro/9788535912906/tenda-dos-milagres: Muito Alta | https://www.amazon.com.br/Tenda-dos-milagres-Jorge-Amado/dp/8535912908: Alta | https://www.amazon.com/Tenda-Dos-Milagres-Jorge-Amado/dp/9722018876: Alta | ,Alta
FUNDAMENTAL II,TEREZA BATISTA CANSADA DE GUERRA,JORGE AMADO,COMPANHIA DAS LETRAS,1100,120,132000,978-8535912913,8535912916,https://www.amazon.com.br/Tereza-Batista-cansada-guerra-Jorge/dp/8535912916: Muito Alta | https://archive.org/details/terezabatistahom00amad: Alta | https://www.goodreads.com/book/show/928049: Alta | http://www.jorgeamado.com.br/obra.php3?codigo=12590: Alta | https://archive.org/details/terezabatistacan0000amad: Alta | ,Alta
FUNDAMENTAL II,TERRAS DO SEM-FIM,JORGE AMADO ,COMPANHIA DAS LETRAS,1100,95,104500,9788535912524,,https://www.terra.com.br/diversao/infograficos/jorge-amado-centenario/pdf/terras-do-sem-fim.pdf: Alta | https://www.companhiadasletras.com.br/livro/9788535912524/terras-do-sem-fim?srsltid=AfmBOopQTjFTaLzO1yXEo6BxFP9FTO5kcKSbCTDx-28goPqa3ejtDe5U: Alta | ,Alta
FUNDAMENTAL II,TIETA DO AGRESTE,JORGE AMADO ,COMPANHIA DAS LETRAS,1100,130,143000,9788501049117,8501049115,https://www.abebooks.com/book-search/title/tieta-do-agreste/author/amado-jorge/: Alta | https://www.amazon.com/Tieta-do-Agreste-Jorge-Amado/dp/8501049115: Alta | https://www.amazon.com.br/Tieta-do-Agreste-Jorge-Amado/dp/8535914048: Baixa | https://www.amazon.com/Tieta-Agreste-Em-Portugues-Brasil/dp/8535914048: Baixa | https://www.companhiadasletras.com.br/trechos/12587.pdf: Muito Baixa | ,Baixa
FUNDAMENTAL II,TOCAIA GRANDE,JORGE AMADO ,COMPANHIA DAS LETRAS,1100,120,132000,9788535911848,,https://www.companhiadasletras.com.br/livro/9788535911848/tocaia-grande?srsltid=AfmBOoqonR44eXgZZtuujy6RYMWCGSOyYS9K-HTOyvKXh14OXXTXyRoO: Alta | ,Alta
FUNDAMENTAL II,TUDO DEPENDE DE COMO VOCÊ VÊ AS COISAS,NORTON JUSTER,COMPANHIA DAS LETRAS,1100,75,82500,,8532509674; ISBN-13: 9788532509676,https://www.abebooks.com/books/search-number-code-10-13-digit/isbn.shtml: Muito Baixa | https://isbnlookup.org/: Muito Baixa | https://isbnsearch.org/: Muito Baixa | https://www.bookfinder.com/isbn_search/: Muito Baixa | https://booktrapper.com/isbn-lookup: Muito Baixa | ,Muito Baixa
FUNDAMENTAL II,UM CHAPÉU PARA VIAGEM,ZELIA GATTAI,COMPANHIA DAS LETRAS,1100,90,99000,978-8501021908,8501021903,https://www.companhiadasletras.com.br/trechos/12774.pdf?srsltid=AfmBOoq2XkrkhLtrdtWSANrE_WwrDlHtfl41m1-s5zr8t4ZAr9aUkx7n: Alta | https://www.amazon.com/Chap%C3%A9u-para-Viagem-Um/dp/8501021903: Alta | https://www.goodreads.com/book/show/13158481-um-chap-u-para-viagem: Alta | https://pt.wikipedia.org/wiki/Um_Chap%C3%A9u_para_Viagem: Alta | https://www.companhiadasletras.com.br/livro/9788535915938/um-chapeu-para-viagem?srsltid=AfmBOorqB6mzrxb2Bu7PtalVrFpPygRyx1MCjXhwt7_CB8qWssHx90Hu: Alta | ,Alta
FUNDAMENTAL II,A AGUADEIRA E A FLOR,ARLENE HOLANDA,CONHECIMENTO,1100,50,55000,9788598603650,8598603651,https://www.skoob.com.br/livro/pdf/a-aguadeira-e-a-flor/livro:213316/edicao:238725: Muito Alta | https://www.calameo.com/books/001206435bcd5780f1b63: Alta | https://www.estantevirtual.com.br/busca/arlene-holanda: Baixa | https://www.bookfinder.com/isbn_search/: Muito Baixa | https://isbnsearch.org/: Muito Baixa | ,Baixa
FUNDAMENTAL II,A PARTILHA DE OLORUM,ARLENE HOLANDA,CONHECIMENTO,1100,60,66000,9788579742897,,https://cerlalc.org/rilvi/a-partilha-de-olorum-5166/: Alta | https://www.estantevirtual.com.br/busca/a-partilha-de-olorum-ou-como-os-orixas-ganharam-seus-poderes: Baixa | https://www.calameo.com/books/0005207491a7a8aa61529: Baixa | https://www.facebook.com/Sistemaestadualdebibliotecaspublicasdoceara/posts/confira-a-entrega-do-livro-a-partilha-de-olorum-de-arlene-holanda-ao-sebp-ce-o-l/247899490265499/: Baixa | https://www.estantevirtual.com.br/busca?q=arlene-holanda+a-partilha-de-olorum: Baixa | ,Baixa
FUNDAMENTAL II,AS BABUCHAS DE ABU KASEM,MARCO HAURÉLIO,CONHECIMENTO,1100,60,66000,9788574922751,8574922757,https://www.amazon.com.br/Babuchas-Abu-Kasem-Marco-HaurÃ©lio/dp/8574922757: Alta | https://www.amazon.com.br/As-Babuchas-Abu-Kassem-História-Arábias/dp/8599306669: Alta | https://www.amazon.com.br/Babuchas-De-Abu-Kasem-As/dp/8598603732: Alta | https://www.skoob.com.br/as-babuchas-de-abu-kasem-213465ed238878.html: Baixa | https://lojaamalivros.com.br/livros-por-categoria/humor/as-babuchas-de-abu-kassem-uma-historia-das-arabias.html: Baixa | ,Alta
FUNDAMENTAL II,"CONTOS, CRÔNICAS E CORDÉIS",MARCOS MAIRTON,CONHECIMENTO,1100,38,41800,9788581570199,8581570194,https://www.estantevirtual.com.br/busca/cordeis: Alta | https://mundocordel.blogspot.com/p/cronologia-da-obra-de-marcos-mairton.html: Baixa | https://www.estantevirtual.com.br/livros/marcos-mairton/contos-cronicas-e-cordeis/1499388854: Baixa | https://www.migalhas.com.br/quentes/202369/resultado-do-sorteio-da-obra--contos--cronicas-e-cordeis: Baixa | https://www.amazon.com.br/Contos-Cronicas-Cordeis-Mairton-Marcos/dp/8581570194: Baixa | ,Baixa
FUNDAMENTAL II,CORDEL DE TRANCOSO,ARLENE HOLANDA,CONHECIMENTO,1100,50,55000,9788598603629,8598603627,https://livralivro.com.br/livro/cordel-de-trancoso/430787.html: Muito Alta | https://www.skoob.com.br/cordel-de-trancoso-236614ed265864.html: Muito Alta | https://www.skoob.com.br/livro/resenhas/236614/mais-gostaram/: Muito Alta | https://www.estantevirtual.com.br/busca/cordel-de-trancoso: Alta | https://openlibrary.org/books/OL25145948M/Cordel_de_Trancoso: Baixa | ,Alta
FUNDAMENTAL II,CUMPLICE DA NATUREZA ,MANOEL JERONIMO,CONHECIMENTO,1100,49,53900,9788573595714,8573595719,,
FUNDAMENTAL II,DRAGÃO DO MAR E SEU TEMPO,AUDIFAX RIOS,CONHECIMENTO,1100,140,154000,9788587571335,8587571338,https://produto.mercadolivre.com.br/MLB-3315115573-drago-do-mar-e-seu-tempo-livro-audifax-rios-_JM: Alta | https://openlibrary.org/books/OL3342258M/Dragão_do_Mar_e_seu_tempo: Alta | https://sebodomessias.com.br/livro/historia-do-brasil/dragao-do-mar-e-seu-tempo-1: Alta | https://www.papocult.com.br/2015/04/15/audifax-rios-lanca-livro-no-sesc/: Alta | https://ce.olx.com.br/fortaleza-e-regiao/livros-e-revistas/dragao-do-mar-e-seu-tempo-1343351711: Baixa | ,Alta
FUNDAMENTAL II,JOÃO DESTEMIDO E AS TRÊS FOLHAS DA SERPENTE,MARCO HAURÉLIO,CONHECIMENTO,1100,40,44000,9788531216037,8531216039,,
FUNDAMENTAL II,O QUILOMBO DO ENCANTADO,MARCOS MAIRTON,CONHECIMENTO,1100,50,55000,9788573594307,8573594309,,
FUNDAMENTAL II,SOMOS TODOS AFRICANOS,FERNANDO PAIXÃO,CONHECIMENTO,1100,50,55000,9788581570266,8581570267,https://www.skoob.com.br/somos-todos-africanos-581852ed583327.html: Muito Alta | https://www.skoob.com.br/livro/pdf/somos-todos-africanos/livro:581852/edicao:583327: Muito Alta | https://www.skoob.com.br/livro/resenhas/581852/mais-comentadas/: Muito Alta | ,Muito Alta
FUNDAMENTAL II,UMA DONZELA QUE ERA FERA,ARLENE HOLANDA,CONHECIMENTO,1100,67,73700,9788598603649,8598603643,https://livrariasabedoria.com.br/product/uma-donzela-que-era-fera-arlene-holanda-ed-conhecimento-2012-usado/: Baixa | https://www.skoob.com.br/livro/resenhas/213470/edicao:238885: Baixa | https://www.amazon.com.br/Uma-Donzela-Que-Era-Fera/dp/8598603643: Baixa | https://www.estantevirtual.com.br/busca?q=arlene-holanda+uma-donzela-que-era-fera: Baixa | https://issuu.com/raulcosta/docs/livro-da-conhecimento: Muito Baixa | ,Baixa
FUNDAMENTAL II,A HISTÓRIA DE HERMES,"LOPES, PAULO CESAR",CORTEZ,1100,59,64900,978-85-220-1000-7,85-220-1000-1,,
FUNDAMENTAL II,A RETIRADA DA LAGUNA EM QUADRINHOS,ALFREDO D'ESCRAGNOLLE TAUNAY,CORTEZ,1100,59,64900,9788522007069,8522007069,,
FUNDAMENTAL II,A UNIÃO FAZ A FORÇA - A VIDA DAS ABELHAS SOCIAIS,CRISTINA SANTOS ,CORTEZ,1100,46,50600,9788524921599,,"https://www.cortezeditora.com.br/Categoria/a-uniao-faz-a-forca-a-vida-das-abelhas-sociais-1413/p: Muito Alta | http://www.google.com/search?hl=en&q=isbn+10+and+isbn+13+for+book+""A+UNIÃO+FAZ+A+FORÇA+-+A+VIDA+DAS+ABELHAS+SOCIAIS""+by+author+CRISTINA+SANTOS+published+by+CORTEZ+on+15/04/2025: Muito Baixa | ",Baixa
FUNDAMENTAL II,CHINELINHOS BRASILEIROS ,SILMARA RASCALHA CASADEI,CORTEZ,1100,54,59400,9788524923296,8524923296,https://www.abebooks.com/9788524923296/Chinelinhos-Brasileiros-Silmara-Rascalha-Casadei-8524923296/plp: Muito Alta | https://www.amazon.co.uk/chinelinhos-brasileiros-silmara-rascalha-casadei/dp/8560671005: Alta | https://www.amazon.com.br/Chinelinhos-Brasileiros-SILMARA-RASCALHA-CASADEI/dp/8560671005: Alta | https://www.amazon.com/Chinelinhos-Brasileiros-Silmara-Rascalha-Casadei/dp/8524923296: Alta | https://www.bookfinder.com/isbn_search/: Baixa | ,Alta
FUNDAMENTAL II,CISNE BRANCO ,MARCOS VINICIUS LUCIO,CORTEZ,1100,61,67100,9788524914614,8524914610,https://www.cortezeditora.com.br/Categoria/cisne-branco-acompanha-cd-820/p: Alta | https://www.amazon.com/-/es/Marcos-Vinícius-Lúcio/dp/8524914610: Baixa | https://www.amazon.com.br/Cisne-Branco-acompanha-Marcos-Vinícius/dp/8524914610: Baixa | https://www.cortezeditora.com.br/literatura-infantil-e-juvenil/cisne-branco-acompanha-cd-820/p: Baixa | https://www.amazon.com/Cisne-Branco-CD-Portuguese-Brasil/dp/8524914610: Baixa | ,Baixa
FUNDAMENTAL II,DICIONARIO DE CITACOES - AS MAIS BELAS PALAVRAS PARA JOVENS LEITORES,DANIEL BELLU CONTRO,CORTEZ,1100,59,64900,9788539308837,8539308834,https://www.bookfinder.com/isbn_search/: Muito Baixa | https://www.abebooks.com/books/search-number-code-10-13-digit/isbn.shtml: Muito Baixa | https://isbnlookup.org/: Muito Baixa | https://isbnsearch.org/: Muito Baixa | https://www.biblio.com/isbn/: Muito Baixa | ,Muito Baixa
FUNDAMENTAL II,JOÃO CABRAL E JOSUÉ DE CASTRO CONVERSA,TERESA SALES,CORTEZ,1100,32,35200,,8524922869; ISBN-13: 978-8524922862,https://livrariapublica.com.br/livros/joao-cabral-e-josue-de-castro-conversam-sobre-o-recife-teresa-sales/: Muito Alta | https://www.mercadolivre.com.br/joo-cabral-josue-de-castro-conversam-sobre-o-recife-de-sales-teresa-editorial-cortez-editora-e-livraria-ltda-tapa-mole-en-portugus-2014/p/MLB19293508: Alta | https://www.amazon.com.br/Cabral-Josué-Castro-conversam-Recife/dp/8524922869: Alta | https://www.amazon.com/Cabral-Josue-Castro-Conversam-Recife/dp/8524922869: Alta | https://www.amazon.com.br/Cabral-Josué-Castro-conversam-Recife-ebook/dp/B014WWSENG: Baixa | ,Alta
FUNDAMENTAL II,MEMORIAS DE UM MENINO QUE SE TORNOU ESTRANGEIRO,MARCOS CEZAR ,CORTEZ,1100,71,78100,978-8524912702,8524912707,https://www.cortezeditora.com.br/a-partir-de-13-anos-leitor-critico/memorias-de-um-menino-que-se-tornou-estrangeiro-684/p: Alta | https://www.amazon.com.br/Mem%C3%B3rias-menino-que-tornou-estrangeiro/dp/8524912707: Alta | ,Alta
FUNDAMENTAL II,MISTERIO EM VERDEJANTES,SEVERINO RODRIGUES,CORTEZ,1100,61,67100,9788524924156,8524924152,"https://www.abebooks.com/9788524924156/Misterio-em-Verdejantes-Colecao-Astrolabio-8524924152/plp: Muito Alta | http://www.google.com/search?hl=en&q=isbn+10+or+isbn+13+for+book+""MISTERIO+EM+VERDEJANTES""+by+author+""SEVERINO+RODRIGUES""+published+by+""CORTEZ""+on+15/04/2025: Muito Baixa | ",Baixa
FUNDAMENTAL II,O SERTÃO DO CONSELHEIRO ANTONIO,LUCIANA SAVAGET,CORTEZ,1100,59,64900,9788524915918,8524915919,https://www.esfera.com.vc/p/livro-o-sertao-do-conselheiro-antonio/e100012871: Muito Alta | https://www.amazon.com.br/sertão-Conselheiro-Antônio-capa-dura/dp/8524917938: Muito Alta | https://www.abebooks.co.uk/9788524915918/Sertão-Conselheiro-Antônio-Portuguese-Brasil-8524915919/plp: Alta | https://www.mercadolivre.com.br/o-serto-do-conselheiro-antnio-capa-dura-de-savaget-luciana-editorial-cortez-editora-e-livraria-ltda-tapa-dura-en-portugus-2012/p/MLB19436718: Alta | https://www.abebooks.com/9788524915918/Sertão-Conselheiro-Antônio-Andrea-Ebert-8524915919/plp: Baixa | ,Alta
FUNDAMENTAL II,POEMAS DO JARDIM,PENELÓPE MARTINS; TATI MÓES,CORTEZ,1100,55,60500,978-8539231245,9788539231247,,
FUNDAMENTAL II,SETE POVOS DAS MISSÕES EM QUADRINHOS,WALTER VETILLO,CORTEZ,1100,64,70400,978-8524918919,8524918918,https://www.amazon.com.br/Sete-Povos-das-Missões-quadrinhos/dp/8524918918: Muito Alta | https://cortezeditora.com.br/Categoria/sete-povos-das-missoes-em-quadrinhos-1204/p: Alta | https://www.amazon.com/Sete-Povos-das-Missoes-Quadrinho/dp/8524918918: Alta | https://www.mercadolivre.com.br/sete-povos-das-missoes-em-quadrinhos-de-vetillo-walter-editorial-cortez-editora-e-livraria-ltda-capa-mole-em-portugus-2012/p/MLB19450693: Alta | https://www.estantevirtual.com.br/livros/eduardo-vetillo/sete-povos-das-missoes-em-quadrinhos/2071805750: Alta | ,Alta
FUNDAMENTAL II,TESTEMUNHA CALADA - ARTE NA PRÉ-HISTÓRIA ,DENISE ROCHAEL,CORTEZ,1100,61,67100,9788524920497,8524920491,https://www.amazon.com.br/Testemunha-calada-arte-na-pré-história/dp/8524920491: Alta | https://askanydifference.com/pt/difference-between-isbn-10-and-isbn-13-with-table/: Baixa | https://isbnsearch.org/: Baixa | https://pt.esdifferent.com/difference-between-isbn-10-and-isbn-13: Baixa | https://pt.science19.com/what-is-difference-between-isbn-13-isbn-10-11523: Muito Baixa | ,Baixa
FUNDAMENTAL II,VOZES DO SERTÃO,LENICE GOMES,CORTEZ,1100,72,79200,9788524921605.,8524921609,https://www.abebooks.com/9788524921605/Vozes-Sertao-Lenice-8524921609/plp: Alta | https://www.skoob.com.br/livro/pdf/vozes-do-sertao/442386/edicao:501248: Alta | https://www.indicalivros.com/livros/vozes-do-sertao-lenice-gomes: Alta | https://www.cortezeditora.com.br/Categoria/vozes-do-sertao-1414/p: Alta | https://www.mercadolivre.com.br/vozes-do-serto-de-gomes-lenice-org-editora-cortez-editora-em-portugus/p/MLB24315545: Baixa | ,Alta
FUNDAMENTAL II,ROMEU E JULIETA - HQ ,WILLIAM SHAKESPEARE,DCL,1100,48,52800,9788532523659,8532523651,,
FUNDAMENTAL II,DIGA ASTRASGUD,SOCORRO ACIOLI,DEMOCRITO ROCHA,1100,44,48400,978-8567333168,8567333164,https://www.amazon.com.br/Diga-Astrasgud-Socorro-Acioli-ebook/dp/B0796XHVWJ: Muito Alta | https://www.barnesandnoble.com/w/diga-astrasgud-socorro-acioli/1127875246: Alta | https://www.amazon.com.br/Diga-Astrasgud-Socorro-Acioli/dp/8567333164: Alta | https://www.amazon.com/Diga-Astrasgud-Portuguese-Socorro-Acioli-ebook/dp/B0796XHVWJ: Alta | https://quindim.com.br/selecoes/livro/diga-astrasgud/socorro-acioli/9788567333168: Baixa | ,Alta
FUNDAMENTAL II,NO COLO DAS IABAS,VANIA VASCONCELOS,DEMOCRITO ROCHA,1100,100,110000,9788567468304,8567468309,"https://www.varejao.com.br/Livro/1025623/NO-COLO-DAS-IABAS: Baixa | http://www.google.com/search?hl=en&q=isbn+10+isbn+13+""no+colo+das+iabas""+author+""vania+vasconcelos""+publisher+""democrito+rocha""+15+04+2025: Muito Baixa | ",Muito Baixa
FUNDAMENTAL II,ARIANO SUASSUNA: A ARTE DE SUA ARTE,NEROALDO PONTES DE AZÊVEDO,EDDAS,1100,53,58300,9788576792347,8576792341,https://isbnsearch.org/: Muito Baixa | https://booktrapper.com/isbn-lookup: Muito Baixa | https://www.bookfinder.com/isbn_search/: Muito Baixa | https://www.biblio.com/isbn/: Muito Baixa | https://books.google.com/: Muito Baixa | ,Muito Baixa
FUNDAMENTAL II,HAMLET - COLEÇÃO SHAKSPEARE,WILLIAM SHAKESPEARE,EDITORA GRAFSET,1100,53,58300,9781774260395,1774260395,https://www.amazon.ca/Hamlet-William-Shakespeare/dp/1774260395: Alta | https://www.amazon.com/Hamlet-William-Shakespeare/dp/1795093838: Baixa | https://www.amazon.com/Hamlet-William-Shakespeare/dp/067172262X: Baixa | https://www.abebooks.com/9780812969092/Hamlet-Modern-Library-Classics-Shakespeare-081296909X/plp: Baixa | https://www.amazon.com/Hamlet-Folger-Library-Shakespeare-William/dp/074347712X: Baixa | ,Baixa
FUNDAMENTAL II,MACBETH - COLEÇÃO SHAKSPEARE,WILLIAM SHAKESPEARE,EDITORA GRAFSET,1100,79,86900,9786555522099; ISBN-10: 6555522097.,,https://www.abebooks.com/9786555522099/Macbeth-William-Shakespeare-6555522097/plp: Alta | https://www.abebooks.com/9780140623475/Macbeth-Shakespeare-William-0140623477/plp: Alta | https://www.abebooks.com/9780743477109/Macbeth-Folger-Shakespeare-Library-William-0743477103/plp: Alta | https://openlibrary.org/books/OL7951024M/Macbeth_(Folger_Shakespeare_Library): Alta | https://openlibrary.org/books/OL25007577M/Macbeth: Alta | ,Alta
FUNDAMENTAL II,MAGICO DE OZ - COLEÇÃO INTERNACIONAL,MARTIN POWELL,EDITORA GRAFSET,1100,79,86900,9788532256344,8532256347,,
FUNDAMENTAL II,REI ARTUR E OS CAVALEIROS DA TÁVOLA REDONDA ,M. C. HALL,EDITORA GRAFSET,1100,53,58300,9788532306340,8532306349,,
FUNDAMENTAL II,ROBIN HOOD - COLEÇÃO INTERNACIONAL,AARON SHEPARD E ANNE L. WATSON,EDITORA GRAFSET,1100,79,86900,9788532273977,8532273971,,
FUNDAMENTAL II,ROMEU E JULIETA - COLEÇÃO SHAKESPEARE,WILLIAM SHAKESPEARE,EDITORA GRAFSET,1100,79,86900,9788576710907,8576710907,https://www.bookfinder.com/isbn_search/: Baixa | https://www.amazon.com/Romeo-Juliet-Folger-Shakespeare-Library/dp/0743477111: Muito Baixa | https://booktrapper.com/isbn-lookup: Muito Baixa | https://isbnsearch.org/: Muito Baixa | https://books.google.com/: Muito Baixa | ,Muito Baixa
FUNDAMENTAL II,SONHO DE UMA NOITE DE VERÃO - COLEÇÃO SHAKESPEARE,WILLIAM SHAKESPEARE,EDITORA GRAFSET,1100,79,86900,9788534932279.,8534932271,https://www.abebooks.com/9788526278363/Sonho-uma-Noite-Verao-Colecao-8526278363/plp: Alta | https://www.magazineluiza.com.br/livro-sonho-de-uma-noite-de-verao/p/233604000/li/llit/: Alta | https://www.book-info.com/isbn/85-328-0750-X.htm: Alta | https://www.amazon.com.br/Sonho-Noite-Verão-William-Shakespeare/dp/8534932271: Alta | https://www.amazon.com.br/Sonho-noite-verão-William-Shakespeare/dp/6555526467: Baixa | ,Alta
FUNDAMENTAL II,O COLECIONADOR DE LEMBRANÇAS,PAWLO CIDADE,EDITORA TPI,1100,53,58300,9786586684009,,https://www.amazon.co.uk/Colecionador-Lembran%C3%A7as-Portuguese-Pawlo-Cidade-ebook/dp/B0BGSX46ZV: Baixa | ,Baixa
FUNDAMENTAL II,AMOR DO CORAÇÃO,ELISA OLIVEIRA,EDITUS - EDITORA DA UESC,1100,13,14300,978-85-7633-301-3,85-7633-301-7,,
FUNDAMENTAL II,CATA-VENTO CATA AMIZADE,ELISA OLIVEIRA,EDITUS - EDITORA DA UESC,1100,25,27500,9786586724009,6586724009,"https://livralivro.com.br/books/search?keyword=cata-vento+cata+amizade: Baixa | http://www.google.com/search?hl=en&q=isbn+10+or+isbn+13+for+book+""CATA-VENTO+CATA+AMIZADE""+by+author+""ELISA+OLIVEIRA""+published+by+""EDITUS+-+EDITORA+DA+UESC""+on+15/04/2025: Muito Baixa | ",Muito Baixa
FUNDAMENTAL II,COLCHA DE RETALHOS - UMA DECLARAÇÃO DE AMOR,ÂNGELA MÁRCIA D. T. BARBOSA,EDITUS - EDITORA DA UESC,1100,49,53900,978-85-7433-456-4,85-7433-456-7,,
FUNDAMENTAL II,"EU VOCÊ ESPELHO, EU ESPELHO VOCÊ, VOCÊ EU ESPELHO",ELISA OLIVEIRA,EDITUS - EDITORA DA UESC,1100,25,27500,978-85-7639-732-4,85-7639-732-7,,
